NomeAzienda;Citta;Provincia;Fatturato;DataIndagine
C.T.R.C. - COOPERATIVA TRASPORTI RIBALTABILI;Cesena;FC;€ 2'611'423;2023-05-18
MAGAZZINI DRUDI S.R.L.;Cesena;FC;€ 2'607'993;2023-05-18
BIEMME ELETTRORICAMBI - S.R.L.;Cesena;FC;€ 2'602'722;2023-05-18
IDROSANITARIA FORNITURE - S.R.L.;Cesena;FC;€ 2'563'743;2023-05-18
ANTONELLI S.R.L.;Cesena;FC;€ 2'554'304;2023-05-18
PENTASOFT S.R.L.;Cesena;FC;€ 2'535'285;2023-05-18
CANGINI E TUCCI SRL;Cesena;FC;€ 2'535'207;2023-05-18
REM SRL;Cesena;FC;€ 2'505'983;2023-05-18
SOCIETA' AGRICOLA G.S. PLEUROTUS S.R.L.;Cesena;FC;€ 2'496'742;2023-05-18
LA FENICE S.R.L.;Cesena;FC;€ 2'492'769;2023-05-18
AUTO SICURA SRL SEMPLIFICATA;Cesena;FC;€ 2'482'385;2023-05-18
BARAGHINI COMPRESSORI S.R.L.;Cesena;FC;€ 2'472'304;2023-05-18
CHE FINESTRE SRL;Cesena;FC;€ 2'467'769;2023-05-18
ZEROENERGY S.R.L.;Cesena;FC;€ 2'464'783;2023-05-18
CABIT SRL;Cesena;FC;€ 2'416'000;2023-05-18
ERESULT S.R.L.;Cesena;FC;€ 2'405'462;2023-05-18
VI.TU.MA. SRL;Cesena;FC;€ 2'398'740;2023-05-18
WIND TURBINES ENGINEERING 2 S.R.L.;Cesena;FC;€ 2'395'854;2023-05-18
CABLES SRL;Cesena;FC;€ 2'388'404;2023-05-18
GIOVANNINI SRL;Cesena;FC;€ 2'370'766;2023-05-18
CONSORZIO A.R.E.A. - SOCIETA' COOPERATIVA;Cesena;FC;€ 2'352'683;2023-05-18
MA.CA SRL;Cesena;FC;€ 2'342'000;2023-05-18
MANCINI MEC - SERVICE S.R.L.;Cesena;FC;€ 2'337'950;2023-05-18
EDIFICATRICE CALABRINA SOCIETA' COOPERATIVA;Cesena;FC;€ 2'335'390;2023-05-18
APOLLON SRL;Cesena;FC;€ 2'330'753;2023-05-18
AUTOTRASPORTI GATTAMORTA S.R.L.;Cesena;FC;€ 2'312'097;2023-05-18
GE.RO. SRL;Cesena;FC;€ 2'301'500;2023-05-18
AUTOTRASPORTI CARESTIA S.R.L.;Cesena;FC;€ 2'299'738;2023-05-18
EDILPITTURE S.R.L.;Cesena;FC;€ 2'288'774;2023-05-18
IL FAGIOLINO S.P.A. CONSORTILE - SOCIETA' AGR;Cesena;FC;€ 2'270'015;2023-05-18
BE. TUBE SRL;Cesena;FC;€ 2'262'339;2023-05-18
ESSECI CLEAN S.R.L.;Cesena;FC;€ 2'254'407;2023-05-18
CANHABIT SRL;Cesena;FC;€ 2'242'008;2023-05-18
ROMAGNA IMPIANTI S.R.L.;Cesena;FC;€ 2'239'963;2023-05-18
AMA-INVEST S.R.L.;Cesena;FC;€ 2'236'936;2023-05-18
TOP FRUIT ROMAGNA SOC. COOP. AGRICOLA;Cesena;FC;€ 2'236'277;2023-05-18
A.L.A.C. - ASSOCIAZIONE LAVORATORI AGRICOLI C;Cesena;FC;€ 2'228'699;2023-05-18
REV PACKAGING SOLUTIONS - S.R.L.;Cesena;FC;€ 2'222'492;2023-05-18
SOCIETA' AGRICOLA CASTIGLIONE BIOGAS S.R.L.;Cesena;FC;€ 2'187'569;2023-05-18
GEMAR 2000 SOCIETA' A RESPONSABILITA' LIMITAT;Cesena;FC;€ 2'173'870;2023-05-18
COOPERATIVA SOCIALE LA FONTE A R.L.;Cesena;FC;€ 2'154'546;2023-05-18
GRAYSON SOCIETA' A RESPONSABILITA' LIMITATA S;Cesena;FC;€ 2'143'047;2023-05-18
B & G GAS S.R.L.;Cesena;FC;€ 2'116'245;2023-05-18
COLUMBUS MEDICAL CENTER S.R.L.;Cesena;FC;€ 2'110'207;2023-05-18
ECOVER S.R.L.;Cesena;FC;€ 2'097'002;2023-05-18
F.LLI CASALBONI IMPIANTI S.R.L.;Cesena;FC;€ 2'093'662;2023-05-18
ISOBOX S.R.L.;Cesena;FC;€ 2'092'058;2023-05-18
BURATTI MECCANICA S.R.L.;Cesena;FC;€ 2'090'115;2023-05-18
L'ORTOLANO S.R.L.;Cesena;FC;€ 2'085'348;2023-05-18
SARB S.R.L.;Cesena;FC;€ 2'079'621;2023-05-18
EOLICA WIND POWER S.R.L.;Cesena;FC;€ 2'076'879;2023-05-18
MECWRAP S.R.L.;Cesena;FC;€ 2'058'710;2023-05-18
TECNOSALD ROMAGNA SRL;Cesena;FC;€ 2'054'903;2023-05-18
ABC TRADING SRL;Cesena;FC;€ 2'053'913;2023-05-18
MARCOSPORT SRL;Cesena;FC;€ 2'039'702;2023-05-18
DREAMS FACTORY SRL;Cesena;FC;€ 2'030'687;2023-05-18
LINEA CITTA' S.R.L.;Cesena;FC;€ 2'021'945;2023-05-18
IN TAVOLA S.R.L.;Cesena;FC;€ 2'005'296;2023-05-18
MADE IN LAB S.R.L.;Cesena;FC;€ 1'998'526;2023-05-18
TRIO SRL;Cesena;FC;€ 1'996'443;2023-05-18
CPO (CONSORZIO PADRONCINI ORGANIZZATI) IN LIQ;Cesena;FC;€ 1'989'127;2023-05-18
C.B.C. COSTRUZIONI DI CAMPANINI AURELIO & C.;Cesena;FC;€ 1'985'229;2023-05-18
ONIT SISTEMI S.R.L.;Cesena;FC;€ 1'984'532;2023-05-18
RISTORANTE IL CASTELLO S.R.L.;Cesena;FC;€ 1'982'161;2023-05-18
SOCIETA' AGRICOLA AMBRA S.R.L.;Cesena;FC;€ 1'980'881;2023-05-18
OFFICINE COLLINI S.R.L.;Cesena;FC;€ 1'976'357;2023-05-18
MARTINI COSTRUZIONI NAUTICHE S.R.L.;Cesena;FC;€ 1'959'944;2023-05-18
BRIGHI MARIO S.R.L.;Cesena;FC;€ 1'946'307;2023-05-18
B.I.G. S.R.L.;Cesena;FC;€ 1'944'179;2023-05-18
AREN ELECTRIC POWER S.P.A.;Cesena;FC;€ 1'938'459;2023-05-18
MECCANICA CESENA S.R.L.;Cesena;FC;€ 1'930'529;2023-05-18
HPNS SRL;Cesena;FC;€ 1'920'848;2023-05-18
EVOPAC S.R.L.;Cesena;FC;€ 1'909'541;2023-05-18
SOCIETA' AGRICOLA ISOLA D'AGRI S.R.L.;Cesena;FC;€ 1'889'659;2023-05-18
ROSSI CARTA - SOCIETA' A RESPONSABILITA' LIMI;Cesena;FC;€ 1'884'833;2023-05-18
AGECREDIT S.R.L.;Cesena;FC;€ 1'878'775;2023-05-18
REFRITRA SOCIETA' COOPERATIVA IN LIQUIDAZIONE;Cesena;FC;€ 1'878'671;2023-05-18
CFF S.R.L.;Cesena;FC;€ 1'858'797;2023-05-18
PARCHEGGI S.P.A;Cesena;FC;€ 1'858'673;2023-05-18
CENTRO ASSISTENZA MOTORI MOROSI S.R.L.;Cesena;FC;€ 1'851'587;2023-05-18
F.A. SOC. COOPERATIVA AGRICOLA IN LIQUIDAZION;Cesena;FC;€ 1'848'509;2023-05-18
COMMUNICATION TECHNOLOGY S.R.L.;Cesena;FC;€ 1'842'988;2023-05-18
C.B.S. S.R.L.;Cesena;FC;€ 1'842'550;2023-05-18
MONTALTI WORLDWIDE MOVING SRL O IN ACRONIMO M;Cesena;FC;€ 1'830'881;2023-05-18
CONSORZIO FRUTTADORO DI ROMAGNA SOCIETA' COOP;Cesena;FC;€ 1'830'343;2023-05-18
CASALBONI SPURGHI S.R.L.;Cesena;FC;€ 1'830'224;2023-05-18
ASSIFORMAT FIAP SRL;Cesena;FC;€ 1'829'200;2023-05-18
VALERI SRL;Cesena;FC;€ 1'824'819;2023-05-18
I RAZZI GROUP SRL;Cesena;FC;€ 1'824'036;2023-05-18
ZINCA S.R.L.;Cesena;FC;€ 1'818'285;2023-05-18
NUOVA IMPRESA EDILE CALIGARI SRL;Cesena;FC;€ 1'816'765;2023-05-18
A & B SRL;Cesena;FC;€ 1'813'458;2023-05-18
TASSINARI RUBINETTERIE SRL;Cesena;FC;€ 1'804'915;2023-05-18
ROSSI ABITARE S.R.L.;Cesena;FC;€ 1'783'273;2023-05-18
ENERGIE PER LA CITTA' S.R.L.;Cesena;FC;€ 1'780'072;2023-05-18
DIEGARO S.R.L.;Cesena;FC;€ 1'778'715;2023-05-18
ARCADE SOCIETA' COOPERATIVA SOCIALE;Cesena;FC;€ 1'773'223;2023-05-18
SPINELLI MARMI S.R.L.;Cesena;FC;€ 1'769'960;2023-05-18
GSA HOLDING S.P.A.;Cesena;FC;€ 1'769'572;2023-05-18
ACQUAPENDENTE ENERGY S.R.L.;Cesena;FC;€ 1'766'146;2023-05-18
MAXIGEN SRL;Cesena;FC;€ 1'761'760;2023-05-18
FITOSHOP SRL;Cesena;FC;€ 1'737'246;2023-05-18
ASSORO SOCIETA' COOPERATIVA AGRICOLA IN BREVE;Cesena;FC;€ 1'728'920;2023-05-18
GOMME & SERVICE S.R.L.;Cesena;FC;€ 1'726'529;2023-05-18
LUNGARINI SRL;Cesena;FC;€ 1'724'806;2023-05-18
COLUMBUS SRL;Cesena;FC;€ 1'721'643;2023-05-18
KIME'YA S.R.L.;Cesena;FC;€ 1'694'552;2023-05-18
2C FACTORY S.R.L.;Cesena;FC;€ 1'687'033;2023-05-18
B & C S.R.L.;Cesena;FC;€ 1'679'369;2023-05-18
GAMBI CESENA S.R.L.;Ravenna;RA;€ 1'676'000;2023-05-18
NUOVA S.M. COMMERCIALE S.R.L.;Cesena;FC;€ 1'667'397;2023-05-18
CAROLINA S.R.L.;Cesena;FC;€ 1'660'493;2023-05-18
M.P. SERVICE S.R.L.;Cesena;FC;€ 1'655'411;2023-05-18
CESENA & CO SOCIETA' COOPERATIVA;Cesena;FC;€ 1'646'937;2023-05-18
GYMNASIUM SRL;Cesena;FC;€ 1'638'238;2023-05-18
AGRONICA GROUP S.R.L.;Cesena;FC;€ 1'637'756;2023-05-18
NEWTRITIONS S.R.L.;Cesena;FC;€ 1'623'295;2023-05-18
PANZAVOLTA SRL;Cesena;FC;€ 1'615'636;2023-05-18
ISCOM FORMAZIONE PER LE IMPRESE SOCIETA' CONS;Cesena;FC;€ 1'611'068;2023-05-18
SO.M.E.T. S.R.L.;Cesena;FC;€ 1'603'978;2023-05-18
IDROLAB S.R.L.;Cesena;FC;€ 1'593'198;2023-05-18
L'OASI - SOCIETA' COOPERATIVA SOCIALE;Cesena;FC;€ 1'573'351;2023-05-18
FRIGORIFERI CAPORALI S.R.L.;Cesena;FC;€ 1'566'070;2023-05-18
ROSA S.R.L.;Cesena;FC;€ 1'563'977;2023-05-18
AEFFE S.R.L.;Cesena;FC;€ 1'562'043;2023-05-18
ONIT SANITA' SRL;Cesena;FC;€ 1'558'909;2023-05-18
EDIL - 95 S.R.L.;Cesena;FC;€ 1'557'262;2023-05-18
FERRI MECCANICA S.R.L.;Cesena;FC;€ 1'553'334;2023-05-18
NUOVA CEL SRL;Cesena;FC;€ 1'543'161;2023-05-18
THERMOSERVICE CESENA SRL;Cesena;FC;€ 1'543'038;2023-05-18
PAPPA REALE S.R.L.;Cesena;FC;€ 1'542'784;2023-05-18
TIPOLITOGRAFIA OPTIMUS S.R.L.;Cesena;FC;€ 1'532'363;2023-05-18
GEO MISURE S.R.L.;Cesena;FC;€ 1'526'364;2023-05-18
RI.NOVA SOCIETA' COOPERATIVA;Cesena;FC;€ 1'523'019;2023-05-18
MAGNANI SERVICE S.R.L.;Cesena;FC;€ 1'520'571;2023-05-18
EPTAMED S.R.L.;Cesena;FC;€ 1'518'393;2023-05-18
COMPAGNIA ITALIANA PALLETS S.R.L.;Cesena;FC;€ 1'517'424;2023-05-18
MAKEFAST ITALIA S.R.L.;Cesena;FC;€ 1'514'276;2023-05-18
COMPONENTI PER RISCALDAMENTO S.R.L.;Cesena;FC;€ 1'512'607;2023-05-18
OMNIA CONSULENZA E SERVIZI AZIENDALI S.R.L.;Cesena;FC;€ 1'504'494;2023-05-18
GRAZIA E PACE - COOPERATIVA SOCIALE A RESPONS;Cesena;FC;€ 1'487'075;2023-05-18
VERDESOLE SOCIETA' COOPERATIVA AGRICOLA A R.L;Cesena;FC;€ 1'487'007;2023-05-18
SICURAL S.R.L. CONSORTILE;Cesena;FC;€ 1'485'432;2023-05-18
MILLENIUM S.R.L.;Cesena;FC;€ 1'484'175;2023-05-18
GIANI S.R.L.;Cesena;FC;€ 1'468'574;2023-05-18
RESCALOR FONDERIE S.R.L.;Cesena;FC;€ 1'455'547;2023-05-18
OLANO CESENA S.R.L.;Cesena;FC;€ 1'450'966;2023-05-18
BARUZZI S.R.L.;Cesena;FC;€ 1'446'664;2023-05-18
TECNOLEGNO DI COMANDINI SRL;Cesena;FC;€ 1'445'645;2023-05-18
INGRO ALIMENTARI S.R.L.;Cesena;FC;€ 1'441'665;2023-05-18
M.D.M. CLIMA S.R.L.;Cesena;FC;€ 1'425'944;2023-05-18
MARCHI IMMOBILIARE SRL;Cesena;FC;€ 1'421'660;2023-05-18
LA TOSA S.R.L.;Cesena;FC;€ 1'416'825;2023-05-18
ADRIATICA GRANDI IMPIANTI S.R.L.;Cesena;FC;€ 1'416'012;2023-05-18
SOTTILE SRL;Cesena;FC;€ 1'407'578;2023-05-18
PASTICCERIA OLIVI SRL;Cesena;FC;€ 1'407'336;2023-05-18
FABBRI & VENTURINI ASSICURA SRL;Cesena;FC;€ 1'402'606;2023-05-18
PRIMO TIR SERVICE SRL;Cesena;FC;€ 1'400'645;2023-05-18
A.C. CESENA S.P.A.;Cesena;FC;€ 1'385'230;2023-05-18
SPOT SOFTWARE SRL;Cesena;FC;€ 1'372'252;2023-05-18
VETROERRE S.R.L.;Cesena;FC;€ 1'371'539;2023-05-18
GHETTI ROBERTO SRL;Cesena;FC;€ 1'363'238;2023-05-18
PROMURA ROMAGNA SOCIETA' A RESPONSABILITA' LI;Cesena;FC;€ 1'355'511;2023-05-18
BIOSPHERE S.R.L.;Cesena;FC;€ 1'355'366;2023-05-18
CELOX EUROPE TRADE SRL;Cesena;FC;€ 1'351'431;2023-05-18
IDROROMAGNA S.R.L.;Cesena;FC;€ 1'351'096;2023-05-18
GRU SYSTEM S.R.L.S.;Cesena;FC;€ 1'349'569;2023-05-18
ROMAGNA FUMI SRL;Cesena;FC;€ 1'349'224;2023-05-18
LUGO S.R.L.;Cesena;FC;€ 1'349'024;2023-05-18
GARAGE VENEZIA S.R.L.;Cesena;FC;€ 1'343'958;2023-05-18
LAB51 SRL;Cesena;FC;€ 1'335'590;2023-05-18
CONSORZIO CARROZZIERI - SOCIETA' COOPERATIVA;Cesena;FC;€ 1'335'324;2023-05-18
W - ENERGY S.R.L.;Cesena;FC;€ 1'333'983;2023-05-18
W - ENERGY S.R.L.;Cesena;FC;€ 1'333'983;2023-05-18
IRON'S MECCANICA S.R.L.;Cesena;FC;€ 1'332'357;2023-05-18
CMB SRL;Cesena;FC;€ 1'330'237;2023-05-18
SOCIETA' AGRICOLA FERRUZZI S.R.L.;Cesena;FC;€ 1'330'000;2023-05-18
CD CESENA S.R.L.;Cesena;FC;€ 1'328'218;2023-05-18
CTR BUSINESS S.R.L.;Cesena;FC;€ 1'301'775;2023-05-18
DAFNE SRL;Cesena;FC;€ 1'299'912;2023-05-18
CERVIAMARE S.R.L.;Cesena;FC;€ 1'296'581;2023-05-18
FUTURA S.R.L. IN LIQUIDAZIONE;Cesena;FC;€ 1'295'926;2023-05-18
MEDICOOP FC FORLI'- CESENA - SOCIETA' COOPERA;Cesena;FC;€ 1'294'561;2023-05-18
OLEOMECCANICA G.M. SRL;Cesena;FC;€ 1'287'418;2023-05-18
VIA DURINI 1 SRL;Cesena;FC;€ 1'285'556;2023-05-18
ARTIGIANA INOX SRL;Cesena;FC;€ 1'272'072;2023-05-18
L'ANTINCENDIO CESENATE S.R.L.;Cesena;FC;€ 1'268'084;2023-05-18
ITALTECNO S.R.L.;Cesena;FC;€ 1'266'002;2023-05-18
CASTAGNOLI S.R.L.;Cesena;FC;€ 1'263'119;2023-05-18
SOCIETA' AGRICOLA SELVELLO S.R.L.;Cesena;FC;€ 1'259'770;2023-05-18
S.I.C.A.R. S.R.L.;Cesena;FC;€ 1'254'062;2023-05-18
IMMOBILIARE ZETA SRL;Cesena;FC;€ 1'245'000;2023-05-18
PEGASO SRL;Cesena;FC;€ 1'238'060;2023-05-18
CARROZZERIA GIORGINI & C. S.R.L.;Cesena;FC;€ 1'232'481;2023-05-18
TOKI GROUP S.R.L.;Cesena;FC;€ 1'231'387;2023-05-18
PLANET TOOLS SRL;Cesena;FC;€ 1'230'155;2023-05-18
SER.INT. SRL SERVIZI INTEGRATI ALLE IMPRESE;Cesena;FC;€ 1'229'628;2023-05-18
I QUATTRO DELFINI S.R.L. IN LIQUIDAZIONE;Cesena;FC;€ 1'227'500;2023-05-18
ALMAVERDE BIO ITALIA SRL CONSORTILE;Cesena;FC;€ 1'225'368;2023-05-18
S.O.M. SRL;Cesena;FC;€ 1'224'582;2023-05-18
ALFA SISTEMI S.R.L.;Cesena;FC;€ 1'218'609;2023-05-18
COMPONENTS ENGINE S.R.L.;Cesena;FC;€ 1'217'023;2023-05-18
VALLE RUBICONE SOC. COOP. AGRICOLA;Cesena;FC;€ 1'208'213;2023-05-18
LABORATORIO ATHENA DOTT. CARUSO GUGLIELMO SRL;Cesena;FC;€ 1'203'188;2023-05-18
GSI S.R.L.;Cesena;FC;€ 1'192'159;2023-05-18
GOLINUCCI SRL;Cesena;FC;€ 1'191'790;2023-05-18
BSD SOFTWARE S.R.L.;Cesena;FC;€ 1'191'338;2023-05-18
NUOVA VETRERIA SOCIETA' COOPERATIVA;Cesena;FC;€ 1'171'318;2023-05-18
LEONARDO S.R.L.;Cesena;FC;€ 1'168'375;2023-05-18
E.T.L. - EURO TRANSPORT & LOGISTICS S.R.L.;Cesena;FC;€ 1'163'361;2023-05-18
BRIGANTI S.R.L.;Cesena;FC;€ 1'145'696;2023-05-18
GIUFRE' SOCIETA' A RESPONSABILITA' LIMITATA S;Cesena;FC;€ 1'144'265;2023-05-18
KELEMATICA S.R.L.;Cesena;FC;€ 1'143'527;2023-05-18
LAMA ENERGY S.R.L.;Cesena;FC;€ 1'143'516;2023-05-18
WATER TEAM INDUSTRIES S.R.L.;Cesena;FC;€ 1'140'000;2023-05-18
ERRE.B SRL;Cesena;FC;€ 1'131'658;2023-05-18
GARDELLI UBALDO S.R.L.;Cesena;FC;€ 1'131'615;2023-05-18
LA RIABILITAZIONE S.R.L.;Cesena;FC;€ 1'128'586;2023-05-18
DMA SRL;Cesena;FC;€ 1'123'796;2023-05-18
SERVICEFEST CESENA SOCIETA' COOPERATIVA IN SI;Cesena;FC;€ 1'119'314;2023-05-18
MICROPOWER S.R.L.;Cesena;FC;€ 1'118'942;2023-05-18
NUOVAGRI S.R.L;Cesena;FC;€ 1'104'168;2023-05-18
SOCIETA' SPORTIVA DILETTANTISTICA AROUND SPOR;Cesena;FC;€ 1'103'800;2023-05-18
SLEM SRL IN LIQUIDAZIONE;Cesena;FC;€ 1'100'425;2023-05-18
CLIMATICA SRL;Cesena;FC;€ 1'100'342;2023-05-18
TECHNYCOLOR S.R.L.;Cesena;FC;€ 1'098'140;2023-05-18
AUTOTRASPORTI BRUNELLI S.R.L.;Cesena;FC;€ 1'095'378;2023-05-18
MARCELLINARA WIND SRL;Cesena;FC;€ 1'094'519;2023-05-18
FREEGEL S.R.L.;Cesena;FC;€ 1'093'507;2023-05-18
ANTONELLI PIETRO IMBALLAGGI SRLS;Cesena;FC;€ 1'090'566;2023-05-18
MOTORISSIMA S.R.L.;Cesena;FC;€ 1'089'402;2023-05-18
BAKE A COFFEE SRL;Cesena;FC;€ 1'084'679;2023-05-18
NUOVA VETRERIA ARTISTICA S.R.L. IN LIQUIDAZIO;Cesena;FC;€ 1'083'791;2023-05-18
CASADEIGROUP S.R.L.;Cesena;FC;€ 1'083'615;2023-05-18
ZOFFOLI S.R.L.;Cesena;FC;€ 1'079'042;2023-05-18
APO ENERGIA S.R.L.;Cesena;FC;€ 1'076'525;2023-05-18
TECNOWORK ROMAGNA S.R.L.;Cesena;FC;€ 1'073'892;2023-05-18
BENDINGROLL ITALY SRL;Cesena;FC;€ 1'067'290;2023-05-18
VISION IMPIANTI SRL;Cesena;FC;€ 1'059'086;2023-05-18
M.B.M. SERVICES S.R.L.;Cesena;FC;€ 1'058'162;2023-05-18
NUOVA EDILSPADA SOCIETA' COOPERATIVA ARTIGIAN;Cesena;FC;€ 1'057'092;2023-05-18
COSTRUZIONE CIMITERO CESENA SOCIETA' CONSORTI;Cesena;FC;€ 1'056'958;2023-05-18
PAN-LEGNO ROMAGNA S.R.L.;Cesena;FC;€ 1'048'250;2023-05-18
SABRINA SRLS;Cesena;FC;€ 1'047'997;2023-05-18
GAZZONI S.R.L.;Cesena;FC;€ 1'047'305;2023-05-18
SICURA S.R.L.;Cesena;FC;€ 1'047'094;2023-05-18
SERAMAX SRL;Cesena;FC;€ 1'042'413;2023-05-18
POLAR SRL;Cesena;FC;€ 1'040'118;2023-05-18
IMMOBILIARE CESENA NORD S.R.L.;Cesena;FC;€ 1'035'328;2023-05-18
HOTEL CASALI S.R.L.;Cesena;FC;€ 1'034'391;2023-05-18
CONTROLS S.R.L.;Cesena;FC;€ 1'028'392;2023-05-18
SGA LAB S.R.L.;Cesena;FC;€ 1'028'238;2023-05-18
MOBILIFICIO MARIOTTI SRL;Cesena;FC;€ 1'027'837;2023-05-18
VIVO SRL SOCIETA' AGRICOLA;Cesena;FC;€ 1'025'236;2023-05-18
SAEC SRL;Cesena;FC;€ 1'025'111;2023-05-18
HI TECHNOLOGY S.R.L.;Cesena;FC;€ 1'024'518;2023-05-18
PIER CURRA' ARCHITETTURA SRL;Cesena;FC;€ 1'013'155;2023-05-18
FSE PROGETTI SRL;Cesena;FC;€ 1'012'650;2023-05-18
MNLG SRL;Cesena;FC;€ 1'011'322;2023-05-18
PIRINI CASADEI SRL;Cesena;FC;€ 1'010'731;2023-05-18
DUE S.R.L.;Cesena;FC;€ 1'008'769;2023-05-18
URBINI VITTORIO S.R.L.;Cesena;FC;€ 1'006'303;2023-05-18
WD CESENA SRL;Cesena;FC;€ 1'005'535;2023-05-18
OLIVADI S.R.L.;Cesena;FC;€ 1'002'986;2023-05-18
EURODIF S.R.L.;Cesena;FC;€ 1'001'726;2023-05-18
FONDEQUIP S.R.L.;Cesena;FC;€ 1'001'025;2023-05-18
GIULIA SRL;Cesena;FC;€ 999'276;2023-05-18
PROGETTO EVENTI SRL;Cesena;FC;€ 998'510;2023-05-18
AREN SERVICE S.R.L.;Cesena;FC;€ 998'276;2023-05-18
LOGISTICA CESENATE S.R.L.;Cesena;FC;€ 997'732;2023-05-18
TEOREMA DI CESENA S.R.L.;Cesena;FC;€ 997'398;2023-05-18
CENTRO MEDICO SAN MAURO S.R.L.S.;Cesena;FC;€ 997'320;2023-05-18
MA.MA.FA. S.R.L.;Cesena;FC;€ 994'359;2023-05-18
ECO-SISTEMA S.R.L.S.;Cesena;FC;€ 984'565;2023-05-18
FERRETTI CONSULTING SRL;Cesena;FC;€ 984'336;2023-05-18
VALORE AMBIENTE SOCIETA' CONSORTILE A RESPONS;Cesena;FC;€ 983'098;2023-05-18
BASE SRL;Cesena;FC;€ 977'545;2023-05-18
ALEXIDE SRL;Cesena;FC;€ 974'214;2023-05-18
AROUND SPORT SOCIETA' COOPERATIVA SPORTIVA DI;Cesena;FC;€ 972'934;2023-05-18
GRUPPO FACCHINI CESENA SOC. COOP.;Cesena;FC;€ 970'345;2023-05-18
GELATERIE LEONI SRL;Cesena;FC;€ 968'165;2023-05-18
SPORT & FOOD SRL;Cesena;FC;€ 966'136;2023-05-18
PAOLI 66 S.R.L.;Cesena;FC;€ 965'700;2023-05-18
NE.MA.PAC S.R.L.;Cesena;FC;€ 965'089;2023-05-18
I COLLI SRLS;Cesena;FC;€ 963'706;2023-05-18
GH S.R.L.;Cesena;FC;€ 954'442;2023-05-18
LA PICCOLI LAVORI ROMAGNA SOCIETA' COOPERATIV;Cesena;FC;€ 949'850;2023-05-18
OTTICA FANTINI S.R.L.;Cesena;FC;€ 946'956;2023-05-18
EF SOCIETA' A RESPONSABILITA' LIMITATA SEMPLI;Cesena;FC;€ 945'039;2023-05-18
AD SRL;Cesena;FC;€ 943'110;2023-05-18
CONTEMPORANEA CANTIERI SRL;Cesena;FC;€ 942'823;2023-05-18
WINET SRL;Cesena;FC;€ 941'898;2023-05-18
CINANA SRL;Cesena;FC;€ 941'023;2023-05-18
FADO WORK S.R.L.;Cesena;FC;€ 940'376;2023-05-18
MO.MA SOCIETA' COOPERATIVA A R.L.;Cesena;FC;€ 938'714;2023-05-18
EDILSALVI S.R.L.;Cesena;FC;€ 937'597;2023-05-18
KURA IMAGING S.R.L.;Cesena;FC;€ 932'580;2023-05-18
CYCLING CENTER LAB SRL;Cesena;FC;€ 928'966;2023-05-18
TRANSADRIATICA S.R.L.;Cesena;FC;€ 921'409;2023-05-18
COSTRUIRE SOCIETA' COOPERATIVA ARTIGIANA;Cesena;FC;€ 921'077;2023-05-18
AVG SOCIETA' COOPERATIVA IN LIQUIDAZIONE;Cesena;FC;€ 919'615;2023-05-18
ADRIATICA ASSISTENZA S.R.L.;Cesena;FC;€ 918'284;2023-05-18
2D SRL;Cesena;FC;€ 917'770;2023-05-18
SET S.R.L.;Cesena;FC;€ 916'687;2023-05-18
TUTTO TRANSPORT CESENATE - SOCIETA' A RESPONS;Cesena;FC;€ 913'702;2023-05-18
MANUZZI GIOIELLI S.R.L.;Cesena;FC;€ 912'911;2023-05-18
NBF SOLUZIONI INFORMATICHE S.R.L.;Cesena;FC;€ 912'670;2023-05-18
TONO S.R.L.;Cesena;FC;€ 910'723;2023-05-18
POLLENZA SOLE S.R.L.;Cesena;FC;€ 908'770;2023-05-18
AUDIOTEK SRL;Cesena;FC;€ 905'088;2023-05-18
R.T.A. ITALIA S.R.L.;Cesena;FC;€ 904'766;2023-05-18
ASSIGEST S.R.L.;Cesena;FC;€ 901'541;2023-05-18
TECNOMONTAGGI S.R.L.;Cesena;FC;€ 900'402;2023-05-18
LUGO SOCIETA' AGRICOLA S.R.L.;Cesena;FC;€ 900'211;2023-05-18
TECNOCOMPONENT S.R.L.;Cesena;FC;€ 892'388;2023-05-18
T.M.C. S.R.L.;Cesena;FC;€ 892'000;2023-05-18
SOLUZIONI D'ARREDAMENTO SRL;Cesena;FC;€ 891'861;2023-05-18
VENEZIA S.R.L.;Cesena;FC;€ 887'918;2023-05-18
L.V.R. S.R.L.S.;Cesena;FC;€ 887'719;2023-05-18
GRANDE FORMATO S.R.L.;Cesena;FC;€ 884'748;2023-05-18
AUTOCARROZZERIA ARTIGIANA SRL;Cesena;FC;€ 884'430;2023-05-18
EDILCOM S.R.L.;Cesena;FC;€ 880'000;2023-05-18
GREEN PARITY S.R.L.;Cesena;FC;€ 879'094;2023-05-18
BRIGHI - S.R.L.;Cesena;FC;€ 866'890;2023-05-18
CORRENTE ALLESTIMENTI S.R.L.;Cesena;FC;€ 865'348;2023-05-18
VRG WIND 149 S.R.L.;Cesena;FC;€ 862'595;2023-05-18
CESENA SMOKING S.R.L.;Cesena;FC;€ 861'000;2023-05-18
CESENA RECAPITI S.R.L.;Cesena;FC;€ 859'798;2023-05-18
F.LLI PAZZAGLIA SRL;Cesena;FC;€ 857'842;2023-05-18
DODO S.R.L.;Cesena;FC;€ 857'788;2023-05-18
EFIL SOCIETA' A RESPONSABILITA' LIMITATA ENUN;Cesena;FC;€ 855'709;2023-05-18
D.M.P. S.R.L.;Cesena;FC;€ 850'444;2023-05-18
