NomeAzienda;Citta;Provincia;Fatturato;DataIndagine
VINCENZO SOSPIRI RACING SRL;Forli';FC;€ 3'103'599;2023-05-18
SWEET DREAMS SRL;Forli';FC;€ 3'099'280;2023-05-18
CANTIERE NAUTICO FORLIVESE DI ZANONI MAURIZIO;Forli';FC;€ 3'059'880;2023-05-18
CENTO FIORI SRL;Forli';FC;€ 3'050'503;2023-05-18
BETTI SRL;Forli';FC;€ 3'039'530;2023-05-18
CASAITALIA S.R.L.;Forli';FC;€ 3'027'422;2023-05-18
PLASFOR S.R.L.;Forli';FC;€ 3'021'811;2023-05-18
FRATELLI BAZZOCCHI S.R.L.;Forli';FC;€ 2'972'751;2023-05-18
BLOOMFIELD S.R.L.;Forli';FC;€ 2'964'013;2023-05-18
R.A.M. S.R.L.;Forli';FC;€ 2'962'234;2023-05-18
SERIGLASS - S.R.L.;Forli';FC;€ 2'956'652;2023-05-18
CIANI ARREDAMENTI S.R.L.;Forli';FC;€ 2'943'724;2023-05-18
IMPRENDITORI COMMERCIALI E TURISTICI ASSOCIAT;Forli';FC;€ 2'913'618;2023-05-18
ART ALLUMINIO S.R.L.;Forli';FC;€ 2'903'144;2023-05-18
CIVITAS SRL;Forli';FC;€ 2'881'413;2023-05-18
LEONCINI ASTUCCI S.R.L.;Forli';FC;€ 2'881'231;2023-05-18
FINE HOSPITALITY S.R.L.;Forli';FC;€ 2'862'682;2023-05-18
GROSSCOLOR S.R.L.;Forli';FC;€ 2'857'939;2023-05-18
TONELLI ECOLOGY S.R.L.;Forli';FC;€ 2'857'798;2023-05-18
DALL'AGATA DANIELE - S.R.L.;Forli';FC;€ 2'837'963;2023-05-18
CAVAREI SOCIETA' COOPERATIVA SOCIALE IMPRESA;Forli';FC;€ 2'820'213;2023-05-18
MANINVEST S.R.L.;Forli';FC;€ 2'820'012;2023-05-18
S.E.M. - S.R.L.;Forli';FC;€ 2'814'666;2023-05-18
SOLUZIONI MECCANICHE SRL;Forli';FC;€ 2'800'338;2023-05-18
METALMECCANICA ROSSI S.R.L.;Forli';FC;€ 2'781'957;2023-05-18
L.I.F. S.R.L.;Forli';FC;€ 2'765'602;2023-05-18
ZANNONI SERVIZI S.R.L.;Forli';FC;€ 2'733'346;2023-05-18
MAZZOTTI S.R.L.;Forli';FC;€ 2'729'294;2023-05-18
FARMACIA DEL RONCO S.R.L.;Forli';FC;€ 2'697'104;2023-05-18
TECNOGOMMA S.R.L.;Forli';FC;€ 2'680'442;2023-05-18
BALDINI GOMME - S.R.L.;Forli';FC;€ 2'677'718;2023-05-18
TECNOMAC GROUP S.R.L.;Forli';FC;€ 2'676'047;2023-05-18
CIPI' S.R.L.;Forli';FC;€ 2'675'160;2023-05-18
C.L.A.V.R. SOCIETA' CONSORTILE A RESPONSABILI;Forli';FC;€ 2'670'316;2023-05-18
BOOKMARK S.R.L.;Forli';FC;€ 2'670'169;2023-05-18
CAMERANI & CORNACCHIA GROUP S.R.L.;Forli';FC;€ 2'669'495;2023-05-18
IMMOBILIARE COF.CON - SOCIETA' A RESPONSABILI;Forli';FC;€ 2'658'877;2023-05-18
CONSORZIO SOLIDARIETA' SOCIALE FORLI'-CESE;Forli';FC;€ 2'654'887;2023-05-18
ROMACOLOR - S.R.L.;Forli';FC;€ 2'651'026;2023-05-18
BEST FASHION SRL;Forli';FC;€ 2'644'615;2023-05-18
MADEL INTERNATIONAL S.R.L.;Forli';FC;€ 2'619'006;2023-05-18
SEICO COMPOSITI S.R.L.;Forli';FC;€ 2'610'605;2023-05-18
MORIGI ROBERTO S.R.L. - SPEDIZIONI INTERNAZIO;Forli';FC;€ 2'609'397;2023-05-18
MD PROJECT S.R.L.;Forli';FC;€ 2'600'680;2023-05-18
MAGIC STORE SOCIETA' A RESPONSABILITA' LIMITA;Forli';FC;€ 2'589'988;2023-05-18
EUROGAMES S.R.L.;Forli';FC;€ 2'568'911;2023-05-18
B E C - S.R.L.;Forli';FC;€ 2'564'826;2023-05-18
BONAVITA SERVIZI S.R.L.;Forli';FC;€ 2'560'771;2023-05-18
FASE SERVICE SOCIETA' A RESPONSABILITA' LIMIT;Forli';FC;€ 2'559'697;2023-05-18
ACQUAPLUS S.R.L.;Forli';FC;€ 2'526'201;2023-05-18
BEST FOREVER S.R.L.;Forli';FC;€ 2'512'858;2023-05-18
BALDONI BIKE SHOP S.R.L.;Forli';FC;€ 2'492'900;2023-05-18
GEMELLI SALOTTI S.R.L.;Forli';FC;€ 2'483'925;2023-05-18
ASTRO S.R.L.;Forli';FC;€ 2'469'144;2023-05-18
A.R.C.A. S.R.L.;Forli';FC;€ 2'467'316;2023-05-18
MOKA-RICA - S.P.A.;Forli';FC;€ 2'464'713;2023-05-18
I.SA.F. LINEA BAGNO S.R.L.;Forli';FC;€ 2'454'103;2023-05-18
SELA GROUP S.R.L.;Forli';FC;€ 2'435'853;2023-05-18
INCUBATOIO FAENTINO S.R.L. SOCIETA' AGRICOLA;Forli';FC;€ 2'432'611;2023-05-18
APA-CT S.R.L.;Forli';FC;€ 2'427'147;2023-05-18
GESTIONE CARTE CONAD SOCIETA' A RESPONSABILIT;Forli';FC;€ 2'406'441;2023-05-18
ANTINCENDIO E SICUREZZA - S.R.L.;Forli';FC;€ 2'405'433;2023-05-18
OLD BOY S.R.L.;Forli';FC;€ 2'397'561;2023-05-18
TRUCK CENTER SRL;Forli';FC;€ 2'387'753;2023-05-18
LAVORO E AMBIENTE S.R.L. . ESSA POTRA' ANCHE;Forli';FC;€ 2'380'043;2023-05-18
ITALSIGMA S.R.L.;Forli';FC;€ 2'379'922;2023-05-18
I.C.O.S. S.R.L.;Forli';FC;€ 2'347'758;2023-05-18
MONDOAUTO SRL;Forli';FC;€ 2'329'351;2023-05-18
ESTADOS CAFE' SRL;Forli';FC;€ 2'325'571;2023-05-18
GENDATA SRL;Forli';FC;€ 2'310'671;2023-05-18
CENTRO RADIO T.V. CASADEI - SOCIETA' A RESPON;Forli';FC;€ 2'309'312;2023-05-18
NORCINO SRL;Forli';FC;€ 2'302'165;2023-05-18
M.G.K. S.R.L.;Forli';FC;€ 2'290'236;2023-05-18
FRONTERETRO S.R.L.;Forli';FC;€ 2'288'696;2023-05-18
ARES DISTRIBUTION S.R.L.;Forli';FC;€ 2'279'571;2023-05-18
BARZANTI E GESSI S.R.L.;Forli';FC;€ 2'264'625;2023-05-18
CONSORZIO C.D.S.E. CONSORZIO DI SERVIZI EDILI;Forli';FC;€ 2'259'139;2023-05-18
COSTRUZIONI CALABRESE S.R.L.;Forli' del sannio;IS;€ 2'253'645;2023-05-18
SARA IMMOBILIARE S.R.L.;Forli';FC;€ 2'250'000;2023-05-18
SALVETTI S.R.L.;Forli';FC;€ 2'248'179;2023-05-18
SIMET S.R.L.;Forli' del sannio;IS;€ 2'229'802;2023-05-18
PUBBLIGRAF SAS DI GIACCHINI ANGELO & C.;Forli';FC;€ 2'221'853;2023-05-18
GESTINT S.R.L.;Forli';FC;€ 2'221'798;2023-05-18
CITY CAR S.R.L.;Forli';FC;€ 2'220'173;2023-05-18
COMETA SOCIETA' A RESPONSABILITA' LIMITATA;Forli';FC;€ 2'190'711;2023-05-18
BENASSATI GABRIELE S.R.L.;Forli';FC;€ 2'177'948;2023-05-18
AUTOFORNITURE SILVESTRI MARIO S.R.L.;Forli';FC;€ 2'170'704;2023-05-18
LA BERSAGLIERA SOCIETA' AGRICOLA S.R.L.;Forli';FC;€ 2'156'840;2023-05-18
S.E.D.I. S.R.L.;Forli';FC;€ 2'132'921;2023-05-18
ODESSA S.R.L.;Forli';FC;€ 2'132'229;2023-05-18
ALB POSA S.R.L.;Forli';FC;€ 2'128'425;2023-05-18
MERCERIA 2000 - S.R.L.;Forli';FC;€ 2'128'055;2023-05-18
CASTIGLIONE GEST S.R.L.;Forli';FC;€ 2'117'094;2023-05-18
CENTERCOLD - S.R.L.;Forli';FC;€ 2'106'461;2023-05-18
ITA - CA S.R.L.;Forli';FC;€ 2'093'668;2023-05-18
EMPORIO DELLA GOMMA E DELLA PLASTICA - S.R.L.;Forli';FC;€ 2'088'042;2023-05-18
F.G.M. AUTOTRASPORTI E LOGISTICA SRL;Forli';FC;€ 2'087'386;2023-05-18
ZAL TELECOMUNICAZIONI DI C.F.O. SRL;Forli';FC;€ 2'073'332;2023-05-18
MEG SERVICE SRL;Forli';FC;€ 2'069'532;2023-05-18
COLORIFICIO RILECO SRL;Forli';FC;€ 2'057'570;2023-05-18
L'EDILE S.R.L.;Forli';FC;€ 2'052'401;2023-05-18
S.A.I.C.I. SRL;Forli';FC;€ 2'051'849;2023-05-18
NUOVA MECCANICA FORLIVESE S.R.L.;Forli';FC;€ 2'025'863;2023-05-18
NUOVA SALFEP SRL;Forli';FC;€ 2'023'329;2023-05-18
TELONERIA FORLIVESE S.R.L.;Forli';FC;€ 2'017'943;2023-05-18
D.F. ELETTROTECNICA S.R.L.;Forli';FC;€ 2'016'529;2023-05-18
PES REAL ESTATE SRL;Forli';FC;€ 2'014'042;2023-05-18
OFFICINA DEI SAPORI S.R.L. IN LIQUIDAZIONE;Forli';FC;€ 2'006'994;2023-05-18
"""PUNTADIFERRO""";Forli';FC;€ 2'003'452;2023-05-18
CALBUCCI CESARE & C. S.R.L.;Forli';FC;€ 2'000'689;2023-05-18
BIONDI TESSUTI SRL;Forli';FC;€ 1'998'797;2023-05-18
SO.E.TECH. SRL;Forli';FC;€ 1'989'907;2023-05-18
ROMAGNA MUSICA SOCIETA' COOPERATIVA IN SIGLA;Forli';FC;€ 1'988'307;2023-05-18
KYNETOS S.R.L.;Forli';FC;€ 1'986'768;2023-05-18
AURORA - S.R.L.;Forli';FC;€ 1'986'562;2023-05-18
LOG 80 S.R.L.;Forli';FC;€ 1'964'965;2023-05-18
MECCANICA ORLANDI S.R.L.;Forli';FC;€ 1'947'211;2023-05-18
BRAINS SRL;Forli';FC;€ 1'903'724;2023-05-18
GARDINI FOODSERVICE S.R.L.;Forli';FC;€ 1'898'711;2023-05-18
MRS.OFA' S.R.L.;Forli';FC;€ 1'898'251;2023-05-18
PAPAFASHION SRL;Forli';FC;€ 1'890'265;2023-05-18
T.T.T. TOTAL TRANSFER TECHNOLOGY S.R.L.;Forli';FC;€ 1'888'274;2023-05-18
AROMATICA S.R.L.;Forli';FC;€ 1'887'505;2023-05-18
PROFESSIONE VOLARE S.R.L.;Forli';FC;€ 1'880'756;2023-05-18
CELESTE COSTRUZIONI S.R.L.;Forli';FC;€ 1'875'229;2023-05-18
PRM S.R.L.;Forli';FC;€ 1'863'542;2023-05-18
MOSCHINI, PIEROTTI E PRATESI - S.R.L.;Forli';FC;€ 1'863'182;2023-05-18
COLOR YACHT SRL;Forli';FC;€ 1'840'907;2023-05-18
TECFIN S.R.L.;Forli';FC;€ 1'834'980;2023-05-18
DEDALO DUE SOCIETA' CONSORTILE A RESPONSABILI;Forli';FC;€ 1'832'221;2023-05-18
SALUTE E LAVORO - SOCIETA' COOPERATIVA;Forli';FC;€ 1'831'591;2023-05-18
DESIDERIO IMPIANTI S.R.L.;Forli';FC;€ 1'827'794;2023-05-18
WIZARD S.R.L.;Forli';FC;€ 1'824'262;2023-05-18
MENABO' GROUP S.R.L.;Forli';FC;€ 1'822'994;2023-05-18
MAGICLA SRL;Forli';FC;€ 1'819'794;2023-05-18
METALTEMPRA S.R.L.;Forli';FC;€ 1'788'581;2023-05-18
VEBA SISTEMI S.R.L.;Forli';FC;€ 1'785'006;2023-05-18
BALESTRI & BALESTRI - CAV. BALESTRI LUIGI S.R;Forli';FC;€ 1'783'234;2023-05-18
BAITH SRL;Forli';FC;€ 1'782'628;2023-05-18
FILOGRAF ARTI GRAFICHE S.R.L.;Forli';FC;€ 1'777'503;2023-05-18
NUOVA ELETTRICITA' AUTO - S.R.L.;Forli';FC;€ 1'776'516;2023-05-18
TRIAL S.R.L.;Forli';FC;€ 1'768'022;2023-05-18
BRAL CARTOTECNICA - S.R.L.;Forli';FC;€ 1'763'409;2023-05-18
MANIFATTURA VALPADANA PEZZOLI S.R.L.;Forli';FC;€ 1'763'208;2023-05-18
ACCADEMIA PERDUTA-ROMAGNA TEATRI- SOCIETA' CO;Forli';FC;€ 1'760'513;2023-05-18
TRE CIVETTE ALLESTIMENTI SRL;Forli';FC;€ 1'754'083;2023-05-18
WFR DISTRIBUZIONE ITALIA SRL;Forli';FC;€ 1'739'921;2023-05-18
ECOLEGNO FORLI' SOCIETA' A RESPONSABILITA';Forli';FC;€ 1'731'083;2023-05-18
OPTIMA S.R.L.;Forli';FC;€ 1'723'365;2023-05-18
MARTAC S.R.L.;Forli';FC;€ 1'717'470;2023-05-18
ALICE COSTRUZIONI SOCIETA' A RESPONSABILITA';Forli';FC;€ 1'715'667;2023-05-18
ELETTROMECCANICA ARTIGIANA S.R.L.;Forli';FC;€ 1'714'322;2023-05-18
IMMOBILIARE SECURITY S.R.L.;Forli';FC;€ 1'710'000;2023-05-18
DESENZANO GEST S.R.L.;Forli';FC;€ 1'709'038;2023-05-18
COSTAMP - SOCIETA' A RESPONSABILITA' LIMITATA;Forli';FC;€ 1'709'007;2023-05-18
F.A.M. RETI S.R.L.;Forli';FC;€ 1'705'969;2023-05-18
LEONI SOCIETA' A RESPONSABILITA' LIMITATA;Forli';FC;€ 1'704'063;2023-05-18
METAL GROUP - S.R.L.;Forli';FC;€ 1'698'782;2023-05-18
COOPERATIVA SOCIALE ABBRACCI SOCIETA' COOPERA;Forli';FC;€ 1'689'885;2023-05-18
EIDOS22 S.R.L.;Forli';FC;€ 1'687'578;2023-05-18
PROTEO S.R.L.;Forli';FC;€ 1'681'815;2023-05-18
FORLISTAR - S.R.L.;Forli';FC;€ 1'665'512;2023-05-18
COROFAR - COOPERATIVA DI SERVIZI ALLE FARMACI;Forli';FC;€ 1'664'412;2023-05-18
ELCO SISTEMI S.R.L.;Forli';FC;€ 1'658'030;2023-05-18
EUROFORAGGI SOCIETA' AGRICOLA S.R.L.;Forli';FC;€ 1'649'160;2023-05-18
IMMOBILIARE MEDITERRANEO - SOCIETA' A RESPONS;Forli';FC;€ 1'646'456;2023-05-18
GENEA SISTEMI SOCIETA' CONSORTILE A R.L.;Forli';FC;€ 1'644'836;2023-05-18
TEOREMA DI FORLI' - S.R.L.;Forli';FC;€ 1'641'868;2023-05-18
PANTERINI IVAN S.R.L.;Forli';FC;€ 1'635'870;2023-05-18
MONTEVECCHI FORLI' S.R.L.;Forli';FC;€ 1'632'957;2023-05-18
MELOZZO S.R.L.;Forli';FC;€ 1'631'845;2023-05-18
ATHESIS SOCIETA' COOPERATIVA;Forli';FC;€ 1'631'500;2023-05-18
BERTACCINI S.R.L.;Forli';FC;€ 1'615'949;2023-05-18
DIAMANT S.R.L.;Forli';FC;€ 1'607'760;2023-05-18
KRONOS S.R.L.;Forli';FC;€ 1'603'806;2023-05-18
FORLIVE S.R.L.;Forli';FC;€ 1'593'708;2023-05-18
IC GROUP SRL;Forli';FC;€ 1'592'246;2023-05-18
NEWOXI S.R.L.;Forli';FC;€ 1'591'409;2023-05-18
PAC SRL;Forli';FC;€ 1'586'238;2023-05-18
AGF SOCIETA' A RESPONSABILITA' LIMITATA SEMPL;Forli';FC;€ 1'583'803;2023-05-18
ARIES SALOTTI S.R.L. SOCIETA' UNIPERSONALE I;Forli';FC;€ 1'566'073;2023-05-18
JF SOUND S.R.L.;Forli';FC;€ 1'565'181;2023-05-18
A.D. SERVICE S.R.L.;Forli';FC;€ 1'555'446;2023-05-18
CAMPODELSOLE S.R.L. SOCIETA' AGRICOLA;Forli';FC;€ 1'552'121;2023-05-18
AQUAMET SOCIETA PER AZIONI;Forli';FC;€ 1'551'744;2023-05-18
STAR TRAC S.R.L.;Forli';FC;€ 1'546'575;2023-05-18
MYDEV S.R.L.;Forli';FC;€ 1'545'565;2023-05-18
NEW HOME SRL;Forli';FC;€ 1'541'540;2023-05-18
XEDA ITALIA S.R.L.;Forli';FC;€ 1'533'697;2023-05-18
CLAUS SRL;Forli';FC;€ 1'522'718;2023-05-18
SOMEC TRASPORTI S.R.L.;Forli';FC;€ 1'513'788;2023-05-18
COOPERATIVA ARTE MURARIA - SOCIETA' COOPERATI;Forli';FC;€ 1'502'734;2023-05-18
MADRE SPERANZA - COOPERATIVA SOCIALE A R.L.;Forli';FC;€ 1'498'926;2023-05-18
STC - SERVIZI E TECNOLOGIE DEI CONTROLLI SRL;Forli';FC;€ 1'496'193;2023-05-18
AUTOPRATIKA - S.R.L.;Forli';FC;€ 1'491'259;2023-05-18
EVENTI S.R.L.;Forli';FC;€ 1'490'311;2023-05-18
NI.MA. S.R.L.;Forli';FC;€ 1'489'823;2023-05-18
EMMECI SRL;Forli';FC;€ 1'487'868;2023-05-18
ESSE AUTO SOCIETA' A RESPONSABILITA' LIMITATA;Forli';FC;€ 1'485'260;2023-05-18
MONDO COPERTURE S.R.L.;Forli';FC;€ 1'480'830;2023-05-18
UNICA BIO S.R.L.;Forli';FC;€ 1'479'446;2023-05-18
M.PANTANO S.R.L.;Forli';FC;€ 1'478'295;2023-05-18
GRUPPO PALLETS SRLS UNIPERSONALE;Forli';FC;€ 1'471'548;2023-05-18
COOPERATIVA SOCIALE L'ACCOGLIENZA SOCIETA' CO;Forli';FC;€ 1'471'171;2023-05-18
WOK YO YO - S.R.L.;Forli';FC;€ 1'469'799;2023-05-18
SCAM S.R.L.;Forli';FC;€ 1'467'405;2023-05-18
N.I.S.A. NUOVA INDUSTRIA SELLE ED AFFINI - S.;Forli';FC;€ 1'448'238;2023-05-18
FOTOVOLTAICO PORTO ANCONA SRL;Forli';FC;€ 1'447'272;2023-05-18
IDRAULICA FERNANDO GUARDIGLI S.R.L.;Forli';FC;€ 1'436'129;2023-05-18
ACCADEMIA ACROBATICA S.R.L.;Forli';FC;€ 1'434'691;2023-05-18
BAGIONI ARCHIMEDE S.R.L.;Forli';FC;€ 1'432'173;2023-05-18
KREO S.R.L.;Forli';FC;€ 1'427'278;2023-05-18
YACHT BUILDING S.R.L. IN LIQUIDAZIONE;Forli';FC;€ 1'422'565;2023-05-18
CORTINI & FARNETI ENERGY SERVICE S.R.L.;Forli';FC;€ 1'422'147;2023-05-18
EMPORIO DELL'AUTO S.R.L.;Forli';FC;€ 1'416'437;2023-05-18
AREAPAGHE S.R.L.;Forli';FC;€ 1'415'781;2023-05-18
UNITECNA INDUSTRY - S.R.L.;Forli';FC;€ 1'414'875;2023-05-18
"""SOLUZIONI SISTEMI FORLI' S.R.L."" ABBREVIABIL";Forli';FC;€ 1'411'261;2023-05-18
TONINO SETOLA - COOPERATIVA SOCIALE - O.N.L.U;Forli';FC;€ 1'410'292;2023-05-18
SIMPA S.R.L.;Forli';FC;€ 1'407'918;2023-05-18
ECOLINE S.R.L.;Forli';FC;€ 1'404'244;2023-05-18
EMILGHISA - S.R.L.;Forli';FC;€ 1'401'929;2023-05-18
OFFICINA AROMATICA S.R.L.;Forli';FC;€ 1'398'908;2023-05-18
SANTA CHIARA S.R.L.;Forli';FC;€ 1'397'314;2023-05-18
CABEC SRL;Forli';FC;€ 1'394'010;2023-05-18
LA PALMESIANI SRL - SOCIETA' A RESPONSABILITA;Forli';FC;€ 1'393'840;2023-05-18
ARVISA S.R.L.;Forli';FC;€ 1'391'947;2023-05-18
TORNOMEC S.R.L.;Forli';FC;€ 1'391'154;2023-05-18
A.S.S.O. S.R.L.;Forli';FC;€ 1'387'739;2023-05-18
FARMACIA CAGLI S.R.L.;Forli';FC;€ 1'386'860;2023-05-18
VI.VI.A. SRL;Forli';FC;€ 1'384'027;2023-05-18
PANIFICIO E PASTICCERIA ROMAGNA S.R.L.;Forli';FC;€ 1'376'512;2023-05-18
PROCOM SERVICE SRL;Forli';FC;€ 1'375'233;2023-05-18
A.T.F. SOCIETA' COOPERATIVA ARTIGIANA;Forli';FC;€ 1'357'561;2023-05-18
GARAVINI IMPIANTI S.R.L.;Forli';FC;€ 1'356'910;2023-05-18
SERVIZI INDUSTRIALI - SOCIETA' CONSORTILE A R;Forli';FC;€ 1'351'610;2023-05-18
CASTELLINI FELICE S.R.L.;Forli';FC;€ 1'346'816;2023-05-18
ROSSI S.R.L. TRASPORTI ECCEZIONALI E SOLLEVAM;Forli';FC;€ 1'345'020;2023-05-18
SOCIETA' COOPERATIVA FACCHINI E TRASPORTI - A;Forli';FC;€ 1'328'890;2023-05-18
SOLIMAR - S.R.L.;Forli';FC;€ 1'327'592;2023-05-18
ECOHOUSE S.R.L.;Forli';FC;€ 1'323'707;2023-05-18
RODEL S.R.L.;Forli';FC;€ 1'320'989;2023-05-18
ELE.M. IMPIANTI S.R.L.;Forli';FC;€ 1'319'755;2023-05-18
PONI GIOVANNI CATERING SRL;Forli';FC;€ 1'309'978;2023-05-18
S.T.S. - CERTIFICAZIONI S.R.L.;Forli';FC;€ 1'304'623;2023-05-18
RIPARCAR S.R.L.;Forli';FC;€ 1'303'749;2023-05-18
MEDICOOP FC FORLI'- CESENA - SOCIETA' COOPERA;Cesena;FC;€ 1'294'561;2023-05-18
MECCANICA FUTURA S.R.L.;Forli';FC;€ 1'293'287;2023-05-18
AUTOTRASPORTI C.T. CORTICCHIA S.R.L.;Forli';FC;€ 1'287'787;2023-05-18
OUTDOOR S.R.L.;Forli';FC;€ 1'286'255;2023-05-18
TEIKOS SOLUTIONS S.R.L.;Forli';FC;€ 1'284'285;2023-05-18
DIALOGOS SOCIETA' COOPERATIVA SOCIALE;Forli';FC;€ 1'283'983;2023-05-18
B.M. AUTOSPORT S.R.L.;Forli';FC;€ 1'281'400;2023-05-18
CONSORZIO ROMAGNOLO POSATORI ARTIGIANI - SOCI;Forli';FC;€ 1'280'380;2023-05-18
IMPRESA POMPE FUNEBRI POMPEO GOBERTI S.R.L.;Forli';FC;€ 1'276'176;2023-05-18
CAMA S.R.L.;Forli';FC;€ 1'268'917;2023-05-18
IMMOBILIARE BELVEDERE S.R.L.;Forli';FC;€ 1'267'500;2023-05-18
TAB CART - S.R.L.;Forli';FC;€ 1'257'381;2023-05-18
SAMES 2 S.R.L. SOCIETA' A RESPONSABILITA' LIM;Forli';FC;€ 1'253'419;2023-05-18
MULTIMEDIA SOCIETA' A RESPONSABILITA' LIMITAT;Forli';FC;€ 1'251'917;2023-05-18
EVERCLIMA S.N.C. DI MORDENTI E C. - IN LIQUID;Forli';FC;€ 1'251'701;2023-05-18
IMMOBILIARE ARCHIMEDE SRL;Forli';FC;€ 1'250'000;2023-05-18
GUERNACCINI - SOCIETA' A RESPONSABILITA' LIMI;Forli';FC;€ 1'246'390;2023-05-18
AUTOSPURGO FORLIVESE S.R.L.;Forli';FC;€ 1'243'195;2023-05-18
PROGETTO ROMAGNA S.R.L.;Forli';FC;€ 1'232'945;2023-05-18
F.LLI CRISTOFANI S.R.L.;Forli';FC;€ 1'224'267;2023-05-18
FORMULA CONSORZIO;Forli';FC;€ 1'216'863;2023-05-18
INFIXA S.R.L.;Forli';FC;€ 1'216'320;2023-05-18
RIMINI GEST S.R.L.;Forli';FC;€ 1'213'350;2023-05-18
CAVALIERI SECURITY S.R.L.;Forli';FC;€ 1'211'941;2023-05-18
EFFEDI GRAFICA & STAMPA SRL;Forli';FC;€ 1'202'757;2023-05-18
CAMPOELETTRICO S.R.L.;Forli';FC;€ 1'191'483;2023-05-18
ARDEA S.R.L.;Forli';FC;€ 1'184'587;2023-05-18
CENTRO FIERA S.R.L.;Forli';FC;€ 1'179'807;2023-05-18
EUROFOR - S.R.L.;Forli';FC;€ 1'174'837;2023-05-18
RFID360 S.R.L.;Forli';FC;€ 1'173'404;2023-05-18
NIK - S.R.L.;Forli';FC;€ 1'171'353;2023-05-18
ROMAGNA TECH SOCIETA CONSORTILE PER AZIONI;Forli';FC;€ 1'170'878;2023-05-18
TRASPHARMA SOCIETA' COOPERATIVA;Forli';FC;€ 1'169'271;2023-05-18
L'ITALIANO S.R.L.;Forli';FC;€ 1'167'731;2023-05-18
AGRIFUTURO - SOCIETA' COOPERATIVA A MUTUALITA;Forli';FC;€ 1'164'764;2023-05-18
CENTRO DI ASSISTENZA TECNICA - ASCOM SERVIZI;Forli';FC;€ 1'162'973;2023-05-18
CROCIANI COSTRUZIONI S.R.L.;Forli';FC;€ 1'160'598;2023-05-18
ASPEX S.R.L.;Forli';FC;€ 1'159'083;2023-05-18
CDS ITALIAN WINE S.R.L.;Forli';FC;€ 1'158'090;2023-05-18
PUNTA SPORT S.R.L. - IN LIQUIDAZIONE;Forli';FC;€ 1'156'879;2023-05-18
NITROCOLOR FORLI' S.R.L.;Forli';FC;€ 1'152'684;2023-05-18
GENERAL TRADE & SERVICE S.R.L.;Forli';FC;€ 1'150'672;2023-05-18
CLUB HOTEL ANCORA S.R.L.;Forli';FC;€ 1'150'228;2023-05-18
PACKAGING M.P.Z. S.R.L.;Forli';FC;€ 1'149'134;2023-05-18
LARA-SERVICE S.R.L.;Forli';FC;€ 1'139'408;2023-05-18
"""COMPLET EDILPREF SRL"".";Forli';FC;€ 1'138'360;2023-05-18
ART - ESPANSI S.R.L.;Forli';FC;€ 1'134'354;2023-05-18
ROMAGNOLI GIAMPAOLO S.R.L.;Forli';FC;€ 1'132'937;2023-05-18
PAREQUATION 2 S.R.L. - IN LIQUIDAZIONE;Forli';FC;€ 1'128'000;2023-05-18
STC GROUP S.R.L.;Forli';FC;€ 1'125'672;2023-05-18
DUGHERA ASSICURAZIONI GROUP S.R.L.;Forli';FC;€ 1'124'707;2023-05-18
RMP RECUPERI SRL;Forli';FC;€ 1'120'667;2023-05-18
NT LAMIERE S.R.L.;Forli';FC;€ 1'120'152;2023-05-18
T-W FORLI' SOCIETA' A RESPONSABILITA' LIMITAT;Forli';FC;€ 1'116'922;2023-05-18
GENERAL STAMPI ATTREZZATURE - S.R.L.;Forli';FC;€ 1'115'839;2023-05-18
ITAL4MEC SRL;Forli';FC;€ 1'107'496;2023-05-18
S.I.A.FIN. S.R.L.;Forli';FC;€ 1'105'554;2023-05-18
MARIOTTI & C. S.R.L.;Forli';FC;€ 1'101'865;2023-05-18
REDGREY S.R.L.;Forli';FC;€ 1'101'855;2023-05-18
ZOE ABBIGLIAMENTO S.R.L.;Forli';FC;€ 1'098'372;2023-05-18
TECNONASTRI.COM SOCIETA' A RESPONSABILITA' LI;Forli';FC;€ 1'097'979;2023-05-18
EBANISTERIA FORLIVESE S.R.L.;Forli';FC;€ 1'090'895;2023-05-18
FOURLIVE S.R.L.;Forli';FC;€ 1'090'409;2023-05-18
GS.PHIL SRL SEMPLIFICATA;Forli';FC;€ 1'079'376;2023-05-18
F.A.L.M. COSTRUZIONI METALLICHE SRL;Forli';FC;€ 1'077'610;2023-05-18
COOPERATIVA VERNICIATORI GIA' SARDI - CO.VE.S;Forli';FC;€ 1'074'869;2023-05-18
ARREDAMENTI PERUGINI S.R.L.;Forli';FC;€ 1'070'702;2023-05-18
AGRIENERGY SOCIETA' AGRICOLA - S.R.L.;Forli';FC;€ 1'067'685;2023-05-18
AGRIATICA SERVIZI SRL;Forli';FC;€ 1'067'356;2023-05-18
R.G.M. IMPIANTI S.R.L.;Forli';FC;€ 1'066'921;2023-05-18
PELLESMART S.R.L.;Forli';FC;€ 1'060'804;2023-05-18
VALPIANI INFISSI S.R.L.;Forli';FC;€ 1'060'074;2023-05-18
BETS S.R.L.;Forli';FC;€ 1'058'579;2023-05-18
XIMPLIA SOCIETA' A RESPONSABILITA' LIMITATA;Forli';FC;€ 1'053'138;2023-05-18
FB EUROPEAN COMPANY S.R.L.;Forli';FC;€ 1'051'596;2023-05-18
BOLOGNA GEST S.R.L.;Forli';FC;€ 1'046'214;2023-05-18
LA.PO. SRL - SOCIETA' A RESPONSABILITA' LIMIT;Forli';FC;€ 1'044'802;2023-05-18
